week,agent_role,action,reward,done,policy_type,model_name,tool_order,llm_order,difference,consensus_gap,state_json,next_state_json,info_json
10,Factory,50,-1159.1866071428572,False,llm,Qwen/Qwen3-4B,,50,,14,"{""inventory"": 40, ""backlog"": 0, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 34, ""backlog"": 0, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 928.0, ""bullwhip"": 111.86607142857142, ""negotiation_proposals"": null}"
11,Retailer,64,-1264.641796875,False,llm,Qwen/Qwen3-4B,,64,,14,"{""inventory"": 14, ""backlog"": 0, ""incoming_shipments"": 60, ""pipeline_inventory"": 60, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 76, ""pipeline_inventory"": 76, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 1012.0, ""bullwhip"": 116.41796875000001, ""negotiation_proposals"": null}"
11,Wholesaler,56,-1264.641796875,False,llm,Qwen/Qwen3-4B,,56,,14,"{""inventory"": 0, ""backlog"": 306, ""incoming_shipments"": 66, ""pipeline_inventory"": 66, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 340, ""incoming_shipments"": 84, ""pipeline_inventory"": 84, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 1012.0, ""bullwhip"": 116.41796875000001, ""negotiation_proposals"": null}"
11,Distributor,56,-1264.641796875,False,llm,Qwen/Qwen3-4B,,56,,14,"{""inventory"": 0, ""backlog"": 134, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 1012.0, ""bullwhip"": 116.41796875000001, ""negotiation_proposals"": null}"
11,Factory,50,-1264.641796875,False,llm,Qwen/Qwen3-4B,,50,,14,"{""inventory"": 34, ""backlog"": 0, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 28, ""backlog"": 0, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 1012.0, ""bullwhip"": 116.41796875000001, ""negotiation_proposals"": null}"
12,Retailer,64,-1366.9958333333334,False,llm,Qwen/Qwen3-4B,,64,,14,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 76, ""pipeline_inventory"": 76, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 58, ""backlog"": 0, ""incoming_shipments"": 66, ""pipeline_inventory"": 66, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 1100.0, ""bullwhip"": 119.95833333333333, ""negotiation_proposals"": null}"
12,Wholesaler,56,-1366.9958333333334,False,llm,Qwen/Qwen3-4B,,56,,14,"{""inventory"": 0, ""backlog"": 340, ""incoming_shipments"": 84, ""pipeline_inventory"": 84, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 368, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 1100.0, ""bullwhip"": 119.95833333333333, ""negotiation_proposals"": null}"
12,Distributor,56,-1366.9958333333334,False,llm,Qwen/Qwen3-4B,,56,,14,"{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 1100.0, ""bullwhip"": 119.95833333333333, ""negotiation_proposals"": null}"
12,Factory,50,-1366.9958333333334,False,llm,Qwen/Qwen3-4B,,50,,14,"{""inventory"": 28, ""backlog"": 0, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 22, ""backlog"": 0, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 1100.0, ""bullwhip"": 119.95833333333333, ""negotiation_proposals"": null}"
13,Retailer,58,-1423.19984375,False,llm,Qwen/Qwen3-4B,,58,,8,"{""inventory"": 58, ""backlog"": 0, ""incoming_shipments"": 66, ""pipeline_inventory"": 66, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 13, ""lead_time"": 2}","{""inventory"": 80, ""backlog"": 0, ""incoming_shipments"": 84, ""pipeline_inventory"": 84, ""last_customer_demand"": 8, ""last_order"": 58, ""current_week"": 13, ""lead_time"": 2}","{""cost"": 1148.0, ""bullwhip"": 121.9984375, ""negotiation_proposals"": null}"
13,Wholesaler,56,-1423.19984375,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 368, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 384, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 58, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""cost"": 1148.0, ""bullwhip"": 121.9984375, ""negotiation_proposals"": null}"
13,Distributor,56,-1423.19984375,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""cost"": 1148.0, ""bullwhip"": 121.9984375, ""negotiation_proposals"": null}"
13,Factory,50,-1423.19984375,False,llm,Qwen/Qwen3-4B,,50,,8,"{""inventory"": 22, ""backlog"": 0, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 13, ""lead_time"": 2}","{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 13, ""lead_time"": 2}","{""cost"": 1148.0, ""bullwhip"": 121.9984375, ""negotiation_proposals"": null}"
14,Retailer,58,-1450.3667613636364,False,llm,Qwen/Qwen3-4B,,58,,8,"{""inventory"": 80, ""backlog"": 0, ""incoming_shipments"": 84, ""pipeline_inventory"": 84, ""last_customer_demand"": 8, ""last_order"": 58, ""current_week"": 14, ""lead_time"": 2}","{""inventory"": 108, ""backlog"": 0, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 8, ""last_order"": 58, ""current_week"": 14, ""lead_time"": 2}","{""cost"": 1174.0, ""bullwhip"": 123.66761363636364, ""negotiation_proposals"": null}"
14,Wholesaler,56,-1450.3667613636364,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 384, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 58, ""last_order"": 56, ""current_week"": 14, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 386, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 58, ""last_order"": 56, ""current_week"": 14, ""lead_time"": 2}","{""cost"": 1174.0, ""bullwhip"": 123.66761363636364, ""negotiation_proposals"": null}"
14,Distributor,56,-1450.3667613636364,False,llm,Qwen/Qwen3-4B,,56,,8,"{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 14, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 14, ""lead_time"": 2}","{""cost"": 1174.0, ""bullwhip"": 123.66761363636364, ""negotiation_proposals"": null}"
14,Factory,50,-1450.3667613636364,False,llm,Qwen/Qwen3-4B,,50,,8,"{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 14, ""lead_time"": 2}","{""inventory"": 10, ""backlog"": 0, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 14, ""lead_time"": 2}","{""cost"": 1174.0, ""bullwhip"": 123.66761363636364, ""negotiation_proposals"": null}"
15,Retailer,60,-1489.5247395833333,False,llm,Qwen/Qwen3-4B,,60,,10,"{""inventory"": 108, ""backlog"": 0, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 8, ""last_order"": 58, ""current_week"": 15, ""lead_time"": 2}","{""inventory"": 148, ""backlog"": 0, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 8, ""last_order"": 60, ""current_week"": 15, ""lead_time"": 2}","{""cost"": 1212.0, ""bullwhip"": 125.24739583333334, ""negotiation_proposals"": null}"
15,Wholesaler,56,-1489.5247395833333,False,llm,Qwen/Qwen3-4B,,56,,10,"{""inventory"": 0, ""backlog"": 386, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 58, ""last_order"": 56, ""current_week"": 15, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 388, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 60, ""last_order"": 56, ""current_week"": 15, ""lead_time"": 2}","{""cost"": 1212.0, ""bullwhip"": 125.24739583333334, ""negotiation_proposals"": null}"
15,Distributor,56,-1489.5247395833333,False,llm,Qwen/Qwen3-4B,,56,,10,"{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 15, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 15, ""lead_time"": 2}","{""cost"": 1212.0, ""bullwhip"": 125.24739583333334, ""negotiation_proposals"": null}"
15,Factory,50,-1489.5247395833333,False,llm,Qwen/Qwen3-4B,,50,,10,"{""inventory"": 10, ""backlog"": 0, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 15, ""lead_time"": 2}","{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 15, ""lead_time"": 2}","{""cost"": 1212.0, ""bullwhip"": 125.24739583333334, ""negotiation_proposals"": null}"
16,Retailer,60,-1548.6584134615384,False,llm,Qwen/Qwen3-4B,,60,,10,"{""inventory"": 148, ""backlog"": 0, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 8, ""last_order"": 60, ""current_week"": 16, ""lead_time"": 2}","{""inventory"": 196, ""backlog"": 0, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 8, ""last_order"": 60, ""current_week"": 16, ""lead_time"": 2}","{""cost"": 1268.0, ""bullwhip"": 126.58413461538461, ""negotiation_proposals"": null}"
16,Wholesaler,56,-1548.6584134615384,False,llm,Qwen/Qwen3-4B,,56,,10,"{""inventory"": 0, ""backlog"": 388, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 60, ""last_order"": 56, ""current_week"": 16, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 392, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 60, ""last_order"": 56, ""current_week"": 16, ""lead_time"": 2}","{""cost"": 1268.0, ""bullwhip"": 126.58413461538461, ""negotiation_proposals"": null}"
16,Distributor,56,-1548.6584134615384,False,llm,Qwen/Qwen3-4B,,56,,10,"{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 16, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 16, ""lead_time"": 2}","{""cost"": 1268.0, ""bullwhip"": 126.58413461538461, ""negotiation_proposals"": null}"
16,Factory,50,-1548.6584134615384,False,llm,Qwen/Qwen3-4B,,50,,10,"{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 16, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 2, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 16, ""lead_time"": 2}","{""cost"": 1268.0, ""bullwhip"": 126.58413461538461, ""negotiation_proposals"": null}"
17,Retailer,60,-1621.7729910714286,False,llm,Qwen/Qwen3-4B,,60,,10,"{""inventory"": 196, ""backlog"": 0, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 8, ""last_order"": 60, ""current_week"": 17, ""lead_time"": 2}","{""inventory"": 244, ""backlog"": 0, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 8, ""last_order"": 60, ""current_week"": 17, ""lead_time"": 2}","{""cost"": 1336.0, ""bullwhip"": 127.72991071428572, ""negotiation_proposals"": null}"
17,Wholesaler,56,-1621.7729910714286,False,llm,Qwen/Qwen3-4B,,56,,10,"{""inventory"": 0, ""backlog"": 392, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 60, ""last_order"": 56, ""current_week"": 17, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 396, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 60, ""last_order"": 56, ""current_week"": 17, ""lead_time"": 2}","{""cost"": 1336.0, ""bullwhip"": 127.72991071428572, ""negotiation_proposals"": null}"
17,Distributor,56,-1621.7729910714286,False,llm,Qwen/Qwen3-4B,,56,,10,"{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 17, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 17, ""lead_time"": 2}","{""cost"": 1336.0, ""bullwhip"": 127.72991071428572, ""negotiation_proposals"": null}"
17,Factory,50,-1621.7729910714286,False,llm,Qwen/Qwen3-4B,,50,,10,"{""inventory"": 0, ""backlog"": 2, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 17, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 8, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 17, ""lead_time"": 2}","{""cost"": 1336.0, ""bullwhip"": 127.72991071428572, ""negotiation_proposals"": null}"
18,Retailer,60,-1699.8722916666666,False,llm,Qwen/Qwen3-4B,,60,,10,"{""inventory"": 244, ""backlog"": 0, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 8, ""last_order"": 60, ""current_week"": 18, ""lead_time"": 2}","{""inventory"": 292, ""backlog"": 0, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 8, ""last_order"": 60, ""current_week"": 18, ""lead_time"": 2}","{""cost"": 1408.0, ""bullwhip"": 128.72291666666666, ""negotiation_proposals"": null}"
18,Wholesaler,56,-1699.8722916666666,False,llm,Qwen/Qwen3-4B,,56,,10,"{""inventory"": 0, ""backlog"": 396, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 60, ""last_order"": 56, ""current_week"": 18, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 400, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 60, ""last_order"": 56, ""current_week"": 18, ""lead_time"": 2}","{""cost"": 1408.0, ""bullwhip"": 128.72291666666666, ""negotiation_proposals"": null}"
18,Distributor,56,-1699.8722916666666,False,llm,Qwen/Qwen3-4B,,56,,10,"{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 18, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 144, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 18, ""lead_time"": 2}","{""cost"": 1408.0, ""bullwhip"": 128.72291666666666, ""negotiation_proposals"": null}"
18,Factory,50,-1699.8722916666666,False,llm,Qwen/Qwen3-4B,,50,,10,"{""inventory"": 0, ""backlog"": 8, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 18, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 14, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 18, ""lead_time"": 2}","{""cost"": 1408.0, ""bullwhip"": 128.72291666666666, ""negotiation_proposals"": null}"
19,Retailer,60,-1787.9591796875,True,llm,Qwen/Qwen3-4B,,60,,10,"{""inventory"": 292, ""backlog"": 0, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 8, ""last_order"": 60, ""current_week"": 19, ""lead_time"": 2}","{""inventory"": 340, ""backlog"": 0, ""incoming_shipments"": 112, ""pipeline_inventory"": 112, ""last_customer_demand"": 8, ""last_order"": 60, ""current_week"": 19, ""lead_time"": 2}","{""cost"": 1488.0, ""bullwhip"": 129.591796875, ""negotiation_proposals"": null}"
19,Wholesaler,56,-1787.9591796875,True,llm,Qwen/Qwen3-4B,,56,,10,"{""inventory"": 0, ""backlog"": 400, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 60, ""last_order"": 56, ""current_week"": 19, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 404, ""incoming_shipments"": 104, ""pipeline_inventory"": 104, ""last_customer_demand"": 60, ""last_order"": 56, ""current_week"": 19, ""lead_time"": 2}","{""cost"": 1488.0, ""bullwhip"": 129.591796875, ""negotiation_proposals"": null}"
19,Distributor,56,-1787.9591796875,True,llm,Qwen/Qwen3-4B,,56,,10,"{""inventory"": 0, ""backlog"": 144, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 19, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 150, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 19, ""lead_time"": 2}","{""cost"": 1488.0, ""bullwhip"": 129.591796875, ""negotiation_proposals"": null}"
19,Factory,50,-1787.9591796875,True,llm,Qwen/Qwen3-4B,,50,,10,"{""inventory"": 0, ""backlog"": 14, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 19, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 20, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 50, ""current_week"": 19, ""lead_time"": 2}","{""cost"": 1488.0, ""bullwhip"": 129.591796875, ""negotiation_proposals"": null}"
0,Retailer,10,-76.0,False,llm,Qwen/Qwen3-4B,,10,,10,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 4, ""last_order"": 10, ""current_week"": 0, ""lead_time"": 2}","{""cost"": 76.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
0,Wholesaler,0,-76.0,False,llm,Qwen/Qwen3-4B,,0,,10,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 10, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""cost"": 76.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
0,Distributor,0,-76.0,False,llm,Qwen/Qwen3-4B,,0,,10,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""cost"": 76.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
0,Factory,0,-76.0,False,llm,Qwen/Qwen3-4B,,0,,10,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""cost"": 76.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
1,Retailer,6,-62.0,False,llm,Qwen/Qwen3-4B,,6,,4,"{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 4, ""last_order"": 10, ""current_week"": 1, ""lead_time"": 2}","{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 10, ""pipeline_inventory"": 10, ""last_customer_demand"": 4, ""last_order"": 6, ""current_week"": 1, ""lead_time"": 2}","{""cost"": 62.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
1,Wholesaler,10,-62.0,False,llm,Qwen/Qwen3-4B,,10,,4,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 10, ""last_order"": 0, ""current_week"": 1, ""lead_time"": 2}","{""inventory"": 10, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 6, ""last_order"": 10, ""current_week"": 1, ""lead_time"": 2}","{""cost"": 62.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
1,Distributor,10,-62.0,False,llm,Qwen/Qwen3-4B,,10,,4,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 1, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 10, ""last_order"": 10, ""current_week"": 1, ""lead_time"": 2}","{""cost"": 62.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
1,Factory,10,-62.0,False,llm,Qwen/Qwen3-4B,,10,,4,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 1, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 10, ""last_order"": 10, ""current_week"": 1, ""lead_time"": 2}","{""cost"": 62.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
2,Retailer,6,-32.0,False,llm,Qwen/Qwen3-4B,,6,,4,"{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 10, ""pipeline_inventory"": 10, ""last_customer_demand"": 4, ""last_order"": 6, ""current_week"": 2, ""lead_time"": 2}","{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 4, ""last_order"": 6, ""current_week"": 2, ""lead_time"": 2}","{""cost"": 32.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
2,Wholesaler,6,-32.0,False,llm,Qwen/Qwen3-4B,,6,,4,"{""inventory"": 10, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 6, ""last_order"": 10, ""current_week"": 2, ""lead_time"": 2}","{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 10, ""pipeline_inventory"": 10, ""last_customer_demand"": 6, ""last_order"": 6, ""current_week"": 2, ""lead_time"": 2}","{""cost"": 32.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
2,Distributor,10,-32.0,False,llm,Qwen/Qwen3-4B,,10,,4,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 10, ""last_order"": 10, ""current_week"": 2, ""lead_time"": 2}","{""inventory"": 10, ""backlog"": 0, ""incoming_shipments"": 10, ""pipeline_inventory"": 10, ""last_customer_demand"": 6, ""last_order"": 10, ""current_week"": 2, ""lead_time"": 2}","{""cost"": 32.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
2,Factory,10,-32.0,False,llm,Qwen/Qwen3-4B,,10,,4,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 10, ""last_order"": 10, ""current_week"": 2, ""lead_time"": 2}","{""inventory"": 10, ""backlog"": 0, ""incoming_shipments"": 10, ""pipeline_inventory"": 10, ""last_customer_demand"": 10, ""last_order"": 10, ""current_week"": 2, ""lead_time"": 2}","{""cost"": 32.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
3,Retailer,56,-23.0,False,llm,Qwen/Qwen3-4B,,56,,53,"{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 4, ""last_order"": 6, ""current_week"": 3, ""lead_time"": 2}","{""inventory"": 14, ""backlog"": 0, ""incoming_shipments"": 10, ""pipeline_inventory"": 10, ""last_customer_demand"": 4, ""last_order"": 56, ""current_week"": 3, ""lead_time"": 2}","{""cost"": 22.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
